,id,artist
1816,TEST_01816,Leonardo da Vinci
1817,TEST_01817,Vincent van Gogh
1818,TEST_01818,Vincent van Gogh
1819,TEST_01819,Pablo Picasso
1820,TEST_01820,Alfred Sisley
1821,TEST_01821,Vincent van Gogh
1822,TEST_01822,Marc Chagall
1823,TEST_01823,Vincent van Gogh
1824,TEST_01824,Albrecht Du rer
1825,TEST_01825,Vincent van Gogh
1826,TEST_01826,Andrei Rublev
1827,TEST_01827,Albrecht Du rer
1828,TEST_01828,Edgar Degas
1829,TEST_01829,Marc Chagall
1830,TEST_01830,Titian
1831,TEST_01831,Vasiliy Kandinskiy
1832,TEST_01832,Pablo Picasso
1833,TEST_01833,Raphael
1834,TEST_01834,Rene Magritte
1835,TEST_01835,Edvard Munch
1836,TEST_01836,Frida Kahlo
1837,TEST_01837,Diego Rivera
1838,TEST_01838,Peter Paul Rubens
1839,TEST_01839,Edgar Degas
1840,TEST_01840,Albrecht Du rer
1841,TEST_01841,Leonardo da Vinci
1842,TEST_01842,Titian
1843,TEST_01843,Pieter Bruegel
1844,TEST_01844,Paul Gauguin
1845,TEST_01845,Pablo Picasso
1846,TEST_01846,Pablo Picasso
1847,TEST_01847,Joan Miro
1848,TEST_01848,Alfred Sisley
1849,TEST_01849,Pierre-Auguste Renoir
1850,TEST_01850,Paul Klee
1851,TEST_01851,Marc Chagall
1852,TEST_01852,Albrecht Du rer
1853,TEST_01853,Pierre-Auguste Renoir
1854,TEST_01854,Gustav Klimt
1855,TEST_01855,Andrei Rublev
1856,TEST_01856,Leonardo da Vinci
1857,TEST_01857,Vincent van Gogh
1858,TEST_01858,Rene Magritte
1859,TEST_01859,Albrecht Du rer
1860,TEST_01860,Frida Kahlo
1861,TEST_01861,Pieter Bruegel
1862,TEST_01862,Vincent van Gogh
1863,TEST_01863,Paul Cezanne
1864,TEST_01864,Paul Klee
1865,TEST_01865,Amedeo Modigliani
1866,TEST_01866,Vincent van Gogh
1867,TEST_01867,Vincent van Gogh
1868,TEST_01868,Paul Gauguin
1869,TEST_01869,Edgar Degas
1870,TEST_01870,Vincent van Gogh
1871,TEST_01871,Titian
1872,TEST_01872,Edgar Degas
1873,TEST_01873,Pablo Picasso
1874,TEST_01874,Paul Gauguin
1875,TEST_01875,Albrecht Du rer
1876,TEST_01876,Vincent van Gogh
1877,TEST_01877,Paul Gauguin
1878,TEST_01878,Pablo Picasso
1879,TEST_01879,Vincent van Gogh
1880,TEST_01880,Pierre-Auguste Renoir
1881,TEST_01881,Edgar Degas
1882,TEST_01882,Vincent van Gogh
1883,TEST_01883,Francisco Goya
1884,TEST_01884,Raphael
1885,TEST_01885,Vincent van Gogh
1886,TEST_01886,Leonardo da Vinci
1887,TEST_01887,Sandro Botticelli
1888,TEST_01888,El Greco
1889,TEST_01889,Mikhail Vrubel
1890,TEST_01890,Amedeo Modigliani
1891,TEST_01891,Amedeo Modigliani
1892,TEST_01892,Michelangelo
1893,TEST_01893,Camille Pissarro
1894,TEST_01894,Michelangelo
1895,TEST_01895,Pierre-Auguste Renoir
1896,TEST_01896,Edgar Degas
1897,TEST_01897,Alfred Sisley
1898,TEST_01898,Vincent van Gogh
1899,TEST_01899,Vasiliy Kandinskiy
1900,TEST_01900,Titian
1901,TEST_01901,Peter Paul Rubens
1902,TEST_01902,Vincent van Gogh
1903,TEST_01903,Pablo Picasso
1904,TEST_01904,Paul Gauguin
1905,TEST_01905,Frida Kahlo
1906,TEST_01906,Marc Chagall
1907,TEST_01907,Vincent van Gogh
1908,TEST_01908,El Greco
1909,TEST_01909,Titian
1910,TEST_01910,Sandro Botticelli
1911,TEST_01911,Paul Gauguin
1912,TEST_01912,Pieter Bruegel
1913,TEST_01913,Andy Warhol
1914,TEST_01914,Leonardo da Vinci
1915,TEST_01915,Vincent van Gogh
1916,TEST_01916,Andy Warhol
1917,TEST_01917,Vincent van Gogh
1918,TEST_01918,Marc Chagall
1919,TEST_01919,Leonardo da Vinci
1920,TEST_01920,Paul Klee
1921,TEST_01921,Vincent van Gogh
1922,TEST_01922,Peter Paul Rubens
1923,TEST_01923,Vincent van Gogh
1924,TEST_01924,Georges Seurat
1925,TEST_01925,El Greco
1926,TEST_01926,El Greco
1927,TEST_01927,Pablo Picasso
1928,TEST_01928,Edgar Degas
1929,TEST_01929,Mikhail Vrubel
1930,TEST_01930,Alfred Sisley
1931,TEST_01931,Kazimir Malevich
1932,TEST_01932,Joan Miro
1933,TEST_01933,Albrecht Du rer
1934,TEST_01934,Rembrandt
1935,TEST_01935,Sandro Botticelli
1936,TEST_01936,Edgar Degas
1937,TEST_01937,Vincent van Gogh
1938,TEST_01938,Raphael
1939,TEST_01939,Pierre-Auguste Renoir
1940,TEST_01940,Titian
1941,TEST_01941,Sandro Botticelli
1942,TEST_01942,Hieronymus Bosch
1943,TEST_01943,Sandro Botticelli
1944,TEST_01944,Pablo Picasso
1945,TEST_01945,Henri Matisse
1946,TEST_01946,Raphael
1947,TEST_01947,Edgar Degas
1948,TEST_01948,Alfred Sisley
1949,TEST_01949,Vincent van Gogh
1950,TEST_01950,Peter Paul Rubens
1951,TEST_01951,Vincent van Gogh
1952,TEST_01952,Rene Magritte
1953,TEST_01953,Edouard Manet
1954,TEST_01954,Claude Monet
1955,TEST_01955,Vincent van Gogh
1956,TEST_01956,Pierre-Auguste Renoir
1957,TEST_01957,Marc Chagall
1958,TEST_01958,Sandro Botticelli
1959,TEST_01959,Rembrandt
1960,TEST_01960,Leonardo da Vinci
1961,TEST_01961,Amedeo Modigliani
1962,TEST_01962,Marc Chagall
1963,TEST_01963,Joan Miro
1964,TEST_01964,Pierre-Auguste Renoir
1965,TEST_01965,Francisco Goya
1966,TEST_01966,Edgar Degas
1967,TEST_01967,Rene Magritte
1968,TEST_01968,Leonardo da Vinci
1969,TEST_01969,Vincent van Gogh
1970,TEST_01970,Alfred Sisley
1971,TEST_01971,Henri Rousseau
1972,TEST_01972,Titian
1973,TEST_01973,Amedeo Modigliani
1974,TEST_01974,Pablo Picasso
1975,TEST_01975,Albrecht Du rer
1976,TEST_01976,Diego Velazquez
1977,TEST_01977,Pablo Picasso
1978,TEST_01978,Edgar Degas
1979,TEST_01979,Edgar Degas
1980,TEST_01980,Andy Warhol
1981,TEST_01981,Edouard Manet
1982,TEST_01982,Pierre-Auguste Renoir
1983,TEST_01983,Titian
1984,TEST_01984,Paul Klee
1985,TEST_01985,El Greco
1986,TEST_01986,Pablo Picasso
1987,TEST_01987,Henri Rousseau
1988,TEST_01988,Vincent van Gogh
1989,TEST_01989,Rembrandt
1990,TEST_01990,Edouard Manet
1991,TEST_01991,Michelangelo
1992,TEST_01992,Amedeo Modigliani
1993,TEST_01993,Marc Chagall
1994,TEST_01994,Vincent van Gogh
1995,TEST_01995,Francisco Goya
1996,TEST_01996,Diego Rivera
1997,TEST_01997,Michelangelo
1998,TEST_01998,Pierre-Auguste Renoir
1999,TEST_01999,Pablo Picasso
2000,TEST_02000,Edouard Manet
2001,TEST_02001,Piet Mondrian
2002,TEST_02002,Vincent van Gogh
2003,TEST_02003,Vincent van Gogh
2004,TEST_02004,Vincent van Gogh
2005,TEST_02005,Pierre-Auguste Renoir
2006,TEST_02006,Albrecht Du rer
2007,TEST_02007,Leonardo da Vinci
2008,TEST_02008,Albrecht Du rer
2009,TEST_02009,El Greco
2010,TEST_02010,Francisco Goya
2011,TEST_02011,Vincent van Gogh
2012,TEST_02012,Pablo Picasso
2013,TEST_02013,Titian
2014,TEST_02014,Edgar Degas
2015,TEST_02015,Vincent van Gogh
2016,TEST_02016,Alfred Sisley
2017,TEST_02017,Vincent van Gogh
2018,TEST_02018,Albrecht Du rer
2019,TEST_02019,Vincent van Gogh
2020,TEST_02020,Vincent van Gogh
2021,TEST_02021,Titian
2022,TEST_02022,Pablo Picasso
2023,TEST_02023,Vincent van Gogh
2024,TEST_02024,Peter Paul Rubens
2025,TEST_02025,Alfred Sisley
2026,TEST_02026,Vincent van Gogh
2027,TEST_02027,Amedeo Modigliani
2028,TEST_02028,Henri Matisse
2029,TEST_02029,Jan van Eyck
2030,TEST_02030,Francisco Goya
2031,TEST_02031,Pablo Picasso
2032,TEST_02032,Andrei Rublev
2033,TEST_02033,Pierre-Auguste Renoir
2034,TEST_02034,Edgar Degas
2035,TEST_02035,Pieter Bruegel
2036,TEST_02036,Camille Pissarro
2037,TEST_02037,Marc Chagall
2038,TEST_02038,Rene Magritte
2039,TEST_02039,Titian
2040,TEST_02040,Andrei Rublev
2041,TEST_02041,Edgar Degas
2042,TEST_02042,Vincent van Gogh
2043,TEST_02043,Frida Kahlo
2044,TEST_02044,Peter Paul Rubens
2045,TEST_02045,Sandro Botticelli
2046,TEST_02046,Piet Mondrian
2047,TEST_02047,Vincent van Gogh
2048,TEST_02048,Caravaggio
2049,TEST_02049,Edgar Degas
2050,TEST_02050,Henri Matisse
2051,TEST_02051,Edgar Degas
2052,TEST_02052,Edgar Degas
2053,TEST_02053,Edgar Degas
2054,TEST_02054,Rembrandt
2055,TEST_02055,Kazimir Malevich
2056,TEST_02056,Vincent van Gogh
2057,TEST_02057,Pablo Picasso
2058,TEST_02058,Albrecht Du rer
2059,TEST_02059,Paul Gauguin
2060,TEST_02060,Pieter Bruegel
2061,TEST_02061,Sandro Botticelli
2062,TEST_02062,Kazimir Malevich
2063,TEST_02063,Edgar Degas
2064,TEST_02064,Vincent van Gogh
2065,TEST_02065,Edgar Degas
2066,TEST_02066,Edgar Degas
2067,TEST_02067,Pierre-Auguste Renoir
2068,TEST_02068,Edgar Degas
2069,TEST_02069,Edgar Degas
2070,TEST_02070,Peter Paul Rubens
2071,TEST_02071,Vincent van Gogh
2072,TEST_02072,Alfred Sisley
2073,TEST_02073,Pieter Bruegel
2074,TEST_02074,Michelangelo
2075,TEST_02075,Vincent van Gogh
2076,TEST_02076,Vincent van Gogh
2077,TEST_02077,Edouard Manet
2078,TEST_02078,Vincent van Gogh
2079,TEST_02079,Andy Warhol
2080,TEST_02080,Rene Magritte
2081,TEST_02081,Henri Matisse
2082,TEST_02082,Giotto di Bondone
2083,TEST_02083,Michelangelo
2084,TEST_02084,Salvador Dali
2085,TEST_02085,Frida Kahlo
2086,TEST_02086,Pablo Picasso
2087,TEST_02087,Edouard Manet
2088,TEST_02088,Rembrandt
2089,TEST_02089,Pierre-Auguste Renoir
2090,TEST_02090,Andrei Rublev
2091,TEST_02091,Andy Warhol
2092,TEST_02092,Hieronymus Bosch
2093,TEST_02093,Pablo Picasso
2094,TEST_02094,Edgar Degas
2095,TEST_02095,Rembrandt
2096,TEST_02096,Edgar Degas
2097,TEST_02097,Paul Klee
2098,TEST_02098,Peter Paul Rubens
2099,TEST_02099,Amedeo Modigliani
2100,TEST_02100,Alfred Sisley
2101,TEST_02101,Pierre-Auguste Renoir
2102,TEST_02102,Peter Paul Rubens
2103,TEST_02103,Vincent van Gogh
2104,TEST_02104,Vincent van Gogh
2105,TEST_02105,Salvador Dali
2106,TEST_02106,Salvador Dali
2107,TEST_02107,Albrecht Du rer
2108,TEST_02108,Andrei Rublev
2109,TEST_02109,Paul Klee
2110,TEST_02110,Pablo Picasso
2111,TEST_02111,Pieter Bruegel
2112,TEST_02112,Vincent van Gogh
2113,TEST_02113,Peter Paul Rubens
2114,TEST_02114,Albrecht Du rer
2115,TEST_02115,Pierre-Auguste Renoir
2116,TEST_02116,Paul Gauguin
2117,TEST_02117,Edvard Munch
2118,TEST_02118,Henri Matisse
2119,TEST_02119,Alfred Sisley
2120,TEST_02120,Kazimir Malevich
2121,TEST_02121,Leonardo da Vinci
2122,TEST_02122,Edgar Degas
2123,TEST_02123,Marc Chagall
2124,TEST_02124,Edgar Degas
2125,TEST_02125,Rene Magritte
2126,TEST_02126,Vincent van Gogh
2127,TEST_02127,Pablo Picasso
2128,TEST_02128,Michelangelo
2129,TEST_02129,Vincent van Gogh
2130,TEST_02130,Amedeo Modigliani
2131,TEST_02131,Amedeo Modigliani
2132,TEST_02132,Vasiliy Kandinskiy
2133,TEST_02133,El Greco
2134,TEST_02134,Vasiliy Kandinskiy
2135,TEST_02135,Sandro Botticelli
2136,TEST_02136,Vincent van Gogh
2137,TEST_02137,Raphael
2138,TEST_02138,Vincent van Gogh
2139,TEST_02139,Pablo Picasso
2140,TEST_02140,Claude Monet
2141,TEST_02141,Giotto di Bondone
2142,TEST_02142,Amedeo Modigliani
2143,TEST_02143,Frida Kahlo
2144,TEST_02144,Vincent van Gogh
2145,TEST_02145,Vincent van Gogh
2146,TEST_02146,Salvador Dali
2147,TEST_02147,Vincent van Gogh
2148,TEST_02148,Alfred Sisley
2149,TEST_02149,Rembrandt
2150,TEST_02150,Jackson Pollock
2151,TEST_02151,Edgar Degas
2152,TEST_02152,Vincent van Gogh
2153,TEST_02153,Pierre-Auguste Renoir
2154,TEST_02154,Vincent van Gogh
2155,TEST_02155,Edouard Manet
2156,TEST_02156,Vincent van Gogh
2157,TEST_02157,Edgar Degas
2158,TEST_02158,El Greco
2159,TEST_02159,Pieter Bruegel
2160,TEST_02160,Rembrandt
2161,TEST_02161,Rembrandt
2162,TEST_02162,Vincent van Gogh
2163,TEST_02163,Vincent van Gogh
2164,TEST_02164,Frida Kahlo
2165,TEST_02165,El Greco
2166,TEST_02166,Rembrandt
2167,TEST_02167,Edgar Degas
2168,TEST_02168,Francisco Goya
2169,TEST_02169,Vincent van Gogh
2170,TEST_02170,Marc Chagall
2171,TEST_02171,Rene Magritte
2172,TEST_02172,Edouard Manet
2173,TEST_02173,Marc Chagall
2174,TEST_02174,Alfred Sisley
2175,TEST_02175,Vincent van Gogh
2176,TEST_02176,Hieronymus Bosch
2177,TEST_02177,Peter Paul Rubens
2178,TEST_02178,Henri Matisse
2179,TEST_02179,Amedeo Modigliani
2180,TEST_02180,Vincent van Gogh
2181,TEST_02181,Edvard Munch
2182,TEST_02182,Vincent van Gogh
2183,TEST_02183,Jan van Eyck
2184,TEST_02184,Pablo Picasso
2185,TEST_02185,Titian
2186,TEST_02186,Vincent van Gogh
2187,TEST_02187,Edgar Degas
2188,TEST_02188,Andrei Rublev
2189,TEST_02189,Salvador Dali
2190,TEST_02190,Pablo Picasso
2191,TEST_02191,Eugene Delacroix
2192,TEST_02192,Hieronymus Bosch
2193,TEST_02193,Peter Paul Rubens
2194,TEST_02194,Titian
2195,TEST_02195,Diego Rivera
2196,TEST_02196,Giotto di Bondone
2197,TEST_02197,Leonardo da Vinci
2198,TEST_02198,Claude Monet
2199,TEST_02199,Salvador Dali
2200,TEST_02200,Francisco Goya
2201,TEST_02201,Piet Mondrian
2202,TEST_02202,Giotto di Bondone
2203,TEST_02203,Sandro Botticelli
2204,TEST_02204,Giotto di Bondone
2205,TEST_02205,Rene Magritte
2206,TEST_02206,Pierre-Auguste Renoir
2207,TEST_02207,Vincent van Gogh
2208,TEST_02208,Edgar Degas
2209,TEST_02209,Alfred Sisley
2210,TEST_02210,William Turner
2211,TEST_02211,El Greco
2212,TEST_02212,Michelangelo
2213,TEST_02213,Kazimir Malevich
2214,TEST_02214,Raphael
2215,TEST_02215,Peter Paul Rubens
2216,TEST_02216,Vincent van Gogh
2217,TEST_02217,Marc Chagall
2218,TEST_02218,Rembrandt
2219,TEST_02219,Mikhail Vrubel
2220,TEST_02220,Giotto di Bondone
2221,TEST_02221,Vincent van Gogh
2222,TEST_02222,Edgar Degas
2223,TEST_02223,Pierre-Auguste Renoir
2224,TEST_02224,Hieronymus Bosch
2225,TEST_02225,Pablo Picasso
2226,TEST_02226,Michelangelo
2227,TEST_02227,Edouard Manet
2228,TEST_02228,Amedeo Modigliani
2229,TEST_02229,Edgar Degas
2230,TEST_02230,Kazimir Malevich
2231,TEST_02231,Paul Gauguin
2232,TEST_02232,Francisco Goya
2233,TEST_02233,Leonardo da Vinci
2234,TEST_02234,Kazimir Malevich
2235,TEST_02235,Alfred Sisley
2236,TEST_02236,Pablo Picasso
2237,TEST_02237,Diego Rivera
2238,TEST_02238,Giotto di Bondone
2239,TEST_02239,Salvador Dali
2240,TEST_02240,Rembrandt
2241,TEST_02241,Albrecht Du rer
2242,TEST_02242,Pieter Bruegel
2243,TEST_02243,Rembrandt
2244,TEST_02244,Edgar Degas
2245,TEST_02245,Gustav Klimt
2246,TEST_02246,Vincent van Gogh
2247,TEST_02247,Edouard Manet
2248,TEST_02248,Amedeo Modigliani
2249,TEST_02249,Salvador Dali
2250,TEST_02250,Amedeo Modigliani
2251,TEST_02251,Claude Monet
2252,TEST_02252,Edgar Degas
2253,TEST_02253,Peter Paul Rubens
2254,TEST_02254,Paul Gauguin
2255,TEST_02255,Claude Monet
2256,TEST_02256,Claude Monet
2257,TEST_02257,Pierre-Auguste Renoir
2258,TEST_02258,Albrecht Du rer
2259,TEST_02259,Pablo Picasso
2260,TEST_02260,Gustav Klimt
2261,TEST_02261,Edgar Degas
2262,TEST_02262,Giotto di Bondone
2263,TEST_02263,Vincent van Gogh
2264,TEST_02264,Vincent van Gogh
2265,TEST_02265,Amedeo Modigliani
2266,TEST_02266,Francisco Goya
2267,TEST_02267,Pierre-Auguste Renoir
2268,TEST_02268,Vincent van Gogh
2269,TEST_02269,Hieronymus Bosch
2270,TEST_02270,Vincent van Gogh
2271,TEST_02271,Vincent van Gogh
2272,TEST_02272,Gustav Klimt
2273,TEST_02273,Salvador Dali
2274,TEST_02274,Mikhail Vrubel
2275,TEST_02275,Vasiliy Kandinskiy
2276,TEST_02276,Edgar Degas
2277,TEST_02277,Rene Magritte
2278,TEST_02278,Pablo Picasso
2279,TEST_02279,Rene Magritte
2280,TEST_02280,Raphael
2281,TEST_02281,Rembrandt
2282,TEST_02282,Pablo Picasso
2283,TEST_02283,Albrecht Du rer
2284,TEST_02284,Pablo Picasso
2285,TEST_02285,Vasiliy Kandinskiy
2286,TEST_02286,Rembrandt
2287,TEST_02287,Vincent van Gogh
2288,TEST_02288,Edgar Degas
2289,TEST_02289,Edgar Degas
2290,TEST_02290,Albrecht Du rer
2291,TEST_02291,Vincent van Gogh
2292,TEST_02292,Amedeo Modigliani
2293,TEST_02293,Albrecht Du rer
2294,TEST_02294,Rene Magritte
2295,TEST_02295,Vincent van Gogh
2296,TEST_02296,Vincent van Gogh
2297,TEST_02297,Jan van Eyck
2298,TEST_02298,Pablo Picasso
2299,TEST_02299,Pieter Bruegel
2300,TEST_02300,Paul Gauguin
2301,TEST_02301,Pablo Picasso
2302,TEST_02302,Gustav Klimt
2303,TEST_02303,Henri de Toulouse-Lautrec
2304,TEST_02304,Vincent van Gogh
2305,TEST_02305,Titian
2306,TEST_02306,Edgar Degas
2307,TEST_02307,Edgar Degas
2308,TEST_02308,Andy Warhol
2309,TEST_02309,Alfred Sisley
2310,TEST_02310,Edgar Degas
2311,TEST_02311,Paul Cezanne
2312,TEST_02312,Kazimir Malevich
2313,TEST_02313,Titian
2314,TEST_02314,Edouard Manet
2315,TEST_02315,Peter Paul Rubens
2316,TEST_02316,Albrecht Du rer
2317,TEST_02317,Edgar Degas
2318,TEST_02318,Vincent van Gogh
2319,TEST_02319,Vasiliy Kandinskiy
2320,TEST_02320,Francisco Goya
2321,TEST_02321,Alfred Sisley
2322,TEST_02322,Andrei Rublev
2323,TEST_02323,Pierre-Auguste Renoir
2324,TEST_02324,Caravaggio
2325,TEST_02325,Mikhail Vrubel
2326,TEST_02326,Jan van Eyck
2327,TEST_02327,Albrecht Du rer
2328,TEST_02328,Pierre-Auguste Renoir
2329,TEST_02329,Paul Gauguin
2330,TEST_02330,Edgar Degas
2331,TEST_02331,Vincent van Gogh
2332,TEST_02332,Edgar Degas
2333,TEST_02333,Albrecht Du rer
2334,TEST_02334,Francisco Goya
2335,TEST_02335,Piet Mondrian
2336,TEST_02336,Peter Paul Rubens
2337,TEST_02337,Vincent van Gogh
2338,TEST_02338,Jan van Eyck
2339,TEST_02339,Alfred Sisley
2340,TEST_02340,Amedeo Modigliani
2341,TEST_02341,Pablo Picasso
2342,TEST_02342,Amedeo Modigliani
2343,TEST_02343,Marc Chagall
2344,TEST_02344,Raphael
2345,TEST_02345,Joan Miro
2346,TEST_02346,Albrecht Du rer
2347,TEST_02347,Amedeo Modigliani
2348,TEST_02348,El Greco
2349,TEST_02349,Andrei Rublev
2350,TEST_02350,Diego Rivera
2351,TEST_02351,Pieter Bruegel
2352,TEST_02352,Alfred Sisley
2353,TEST_02353,Pablo Picasso
2354,TEST_02354,Vincent van Gogh
2355,TEST_02355,Sandro Botticelli
2356,TEST_02356,Raphael
2357,TEST_02357,Paul Gauguin
2358,TEST_02358,Paul Gauguin
2359,TEST_02359,Pablo Picasso
2360,TEST_02360,Vincent van Gogh
2361,TEST_02361,Titian
2362,TEST_02362,Albrecht Du rer
2363,TEST_02363,Pierre-Auguste Renoir
2364,TEST_02364,Vincent van Gogh
2365,TEST_02365,Pierre-Auguste Renoir
2366,TEST_02366,Leonardo da Vinci
2367,TEST_02367,Georges Seurat
2368,TEST_02368,Jan van Eyck
2369,TEST_02369,Vincent van Gogh
2370,TEST_02370,Paul Gauguin
2371,TEST_02371,Salvador Dali
2372,TEST_02372,Vincent van Gogh
2373,TEST_02373,Edgar Degas
2374,TEST_02374,Leonardo da Vinci
2375,TEST_02375,Gustav Klimt
2376,TEST_02376,Vincent van Gogh
2377,TEST_02377,Albrecht Du rer
2378,TEST_02378,Kazimir Malevich
2379,TEST_02379,Diego Rivera
2380,TEST_02380,Vincent van Gogh
2381,TEST_02381,Pieter Bruegel
2382,TEST_02382,Vincent van Gogh
2383,TEST_02383,Paul Klee
2384,TEST_02384,Paul Klee
2385,TEST_02385,Sandro Botticelli
2386,TEST_02386,Pierre-Auguste Renoir
2387,TEST_02387,Pablo Picasso
2388,TEST_02388,Francisco Goya
2389,TEST_02389,Vincent van Gogh
2390,TEST_02390,Marc Chagall
2391,TEST_02391,Vincent van Gogh
2392,TEST_02392,Paul Klee
2393,TEST_02393,Giotto di Bondone
2394,TEST_02394,Edgar Degas
2395,TEST_02395,Edgar Degas
2396,TEST_02396,Paul Gauguin
2397,TEST_02397,Pablo Picasso
2398,TEST_02398,Amedeo Modigliani
2399,TEST_02399,Rene Magritte
2400,TEST_02400,Pablo Picasso
2401,TEST_02401,Edgar Degas
2402,TEST_02402,Paul Gauguin
2403,TEST_02403,Pierre-Auguste Renoir
2404,TEST_02404,Paul Klee
2405,TEST_02405,Vincent van Gogh
2406,TEST_02406,Diego Rivera
2407,TEST_02407,Vincent van Gogh
2408,TEST_02408,Titian
2409,TEST_02409,Albrecht Du rer
2410,TEST_02410,Pierre-Auguste Renoir
2411,TEST_02411,Vincent van Gogh
2412,TEST_02412,Henri Matisse
2413,TEST_02413,Amedeo Modigliani
2414,TEST_02414,Francisco Goya
2415,TEST_02415,Titian
2416,TEST_02416,Pablo Picasso
2417,TEST_02417,Camille Pissarro
2418,TEST_02418,Vincent van Gogh
2419,TEST_02419,Andrei Rublev
2420,TEST_02420,Salvador Dali
2421,TEST_02421,Georges Seurat
2422,TEST_02422,Vincent van Gogh
2423,TEST_02423,Salvador Dali
2424,TEST_02424,Pieter Bruegel
2425,TEST_02425,El Greco
2426,TEST_02426,Edgar Degas
2427,TEST_02427,Vincent van Gogh
2428,TEST_02428,Edvard Munch
2429,TEST_02429,Francisco Goya
2430,TEST_02430,Andrei Rublev
2431,TEST_02431,Titian
2432,TEST_02432,Vincent van Gogh
2433,TEST_02433,Vincent van Gogh
2434,TEST_02434,Gustav Klimt
2435,TEST_02435,Peter Paul Rubens
2436,TEST_02436,Rembrandt
2437,TEST_02437,Edgar Degas
2438,TEST_02438,Frida Kahlo
2439,TEST_02439,Raphael
2440,TEST_02440,Raphael
2441,TEST_02441,Pablo Picasso
2442,TEST_02442,Francisco Goya
2443,TEST_02443,Diego Rivera
2444,TEST_02444,Paul Gauguin
2445,TEST_02445,Henri Rousseau
2446,TEST_02446,Frida Kahlo
2447,TEST_02447,Pierre-Auguste Renoir
2448,TEST_02448,Pierre-Auguste Renoir
2449,TEST_02449,Vincent van Gogh
2450,TEST_02450,Edgar Degas
2451,TEST_02451,Vincent van Gogh
2452,TEST_02452,Edgar Degas
2453,TEST_02453,Hieronymus Bosch
2454,TEST_02454,Hieronymus Bosch
2455,TEST_02455,Vincent van Gogh
2456,TEST_02456,Vincent van Gogh
2457,TEST_02457,Rembrandt
2458,TEST_02458,Leonardo da Vinci
2459,TEST_02459,Vincent van Gogh
2460,TEST_02460,Vincent van Gogh
2461,TEST_02461,Salvador Dali
2462,TEST_02462,Alfred Sisley
2463,TEST_02463,Pierre-Auguste Renoir
2464,TEST_02464,Salvador Dali
2465,TEST_02465,Pierre-Auguste Renoir
2466,TEST_02466,Pierre-Auguste Renoir
2467,TEST_02467,Leonardo da Vinci
2468,TEST_02468,Francisco Goya
2469,TEST_02469,Pierre-Auguste Renoir
2470,TEST_02470,Rene Magritte
2471,TEST_02471,Titian
2472,TEST_02472,Titian
2473,TEST_02473,Leonardo da Vinci
2474,TEST_02474,Pierre-Auguste Renoir
2475,TEST_02475,Joan Miro
2476,TEST_02476,Rene Magritte
2477,TEST_02477,Vincent van Gogh
2478,TEST_02478,Paul Gauguin
2479,TEST_02479,Paul Gauguin
2480,TEST_02480,Pablo Picasso
2481,TEST_02481,Paul Gauguin
2482,TEST_02482,Vincent van Gogh
2483,TEST_02483,Edgar Degas
2484,TEST_02484,Gustav Klimt
2485,TEST_02485,Vincent van Gogh
2486,TEST_02486,Pieter Bruegel
2487,TEST_02487,Edouard Manet
2488,TEST_02488,Amedeo Modigliani
2489,TEST_02489,Peter Paul Rubens
2490,TEST_02490,Amedeo Modigliani
2491,TEST_02491,Pablo Picasso
2492,TEST_02492,Edgar Degas
2493,TEST_02493,Michelangelo
2494,TEST_02494,Edgar Degas
2495,TEST_02495,Vasiliy Kandinskiy
2496,TEST_02496,Diego Velazquez
2497,TEST_02497,Henri Matisse
2498,TEST_02498,Giotto di Bondone
2499,TEST_02499,Marc Chagall
2500,TEST_02500,Henri Rousseau
2501,TEST_02501,Alfred Sisley
2502,TEST_02502,Edgar Degas
2503,TEST_02503,Vincent van Gogh
2504,TEST_02504,Pablo Picasso
2505,TEST_02505,Alfred Sisley
2506,TEST_02506,Titian
2507,TEST_02507,Vasiliy Kandinskiy
2508,TEST_02508,Francisco Goya
2509,TEST_02509,Hieronymus Bosch
2510,TEST_02510,Leonardo da Vinci
2511,TEST_02511,Vincent van Gogh
2512,TEST_02512,Alfred Sisley
2513,TEST_02513,Marc Chagall
2514,TEST_02514,Edgar Degas
2515,TEST_02515,Vincent van Gogh
2516,TEST_02516,Edgar Degas
2517,TEST_02517,Paul Gauguin
2518,TEST_02518,Leonardo da Vinci
2519,TEST_02519,Paul Gauguin
2520,TEST_02520,Henri Matisse
2521,TEST_02521,Titian
2522,TEST_02522,Pierre-Auguste Renoir
2523,TEST_02523,Edgar Degas
2524,TEST_02524,Vincent van Gogh
2525,TEST_02525,Vincent van Gogh
2526,TEST_02526,Rene Magritte
2527,TEST_02527,Albrecht Du rer
2528,TEST_02528,Vincent van Gogh
2529,TEST_02529,Piet Mondrian
2530,TEST_02530,Edgar Degas
2531,TEST_02531,Andy Warhol
2532,TEST_02532,Alfred Sisley
2533,TEST_02533,Henri Matisse
2534,TEST_02534,Paul Klee
2535,TEST_02535,Vincent van Gogh
2536,TEST_02536,Peter Paul Rubens
2537,TEST_02537,Vincent van Gogh
2538,TEST_02538,Gustav Klimt
2539,TEST_02539,Rembrandt
2540,TEST_02540,Paul Gauguin
2541,TEST_02541,Edgar Degas
2542,TEST_02542,Giotto di Bondone
2543,TEST_02543,Marc Chagall
2544,TEST_02544,Albrecht Du rer
2545,TEST_02545,Vincent van Gogh
2546,TEST_02546,Paul Cezanne
2547,TEST_02547,Andrei Rublev
